"applicants_mcc_licence_no","applicant_name","mcc_medicine_reg_no","nappi_code","atc_4","medicine_schedule","medicine_proprietary_name","active_ingredients","strength","unit","dosage_form","pack_size","quantity","manufacturer_price","logistics_fee","vat","sep","unit_price","effective_date","status","originator_or_generic","_12_months_volume_of_sales"
"0000000288","Actavis Pharma (Pty) Ltd","42/21.5.1/0954","721278001","R03BA","S3","Budoneb 0.5mg/ml","Budesonide","0.5","mg/ml","SUS","2","20","218.66","24.30","36.44","279.40","6.98",,,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","45/5.7.1/0795","721528001","R06AX","S2","ACUHIST","Desloratadine","5","mg","FCT","10","1","29.39","3.26","4.90","37.55","3.75","01 April 2018",,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","45/5.7.1/0795","721528002","R06AX","S2","ACUHIST","Desloratadine","5","mg","FCT","30","1","88.16","9.80","14.69","112.65","3.75",,,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","46/3.2/0695","722925001","N02BE","S3","CETAFUSE IV 1 g","PARACETAMOL ","1","g/100ml","INF","100","1","13.27","1.47","2.21","16.96","0.16","30 April 2018",,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","45/7.1.5/0473","723127001","G04BE","S4","ACTIGRA 100","SILDENAFIL","100","mg","FCT","4","1","95.69","10.63","15.95","122.26","30.57","01 April 2018",,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","45/20.2.2/0904","723426001","J02AC","S4","ARICON 50","FLUCONAZOLE","50","mg","CAP","14","1","83.84","9.32","13.97","107.13","7.65",,,"Generic",
,,,,,,,"Sodium chloride","5.379","g/1000ml",,,,,,,,,,,,
"0000000288","Actavis Pharma (Pty) Ltd","45/20.2.2/0906","723427001","J02AC","S4","ARICON 200","FLUCONAZOLE","200","mg","CAP","28","1","291.63","32.40","48.60","372.63","13.31","01 April 2018",,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","46/5.3/0998","723726001","N06DA","S4","REMCEPT XL 8 mg","Galantamine","8","mg","CAP","30","1","497.37","55.26","82.89","635.52","21.18",,,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","46/5.3/0999","723727001","N06DA","S4","REMCEPT XL 16 mg","Galantamine","16","mg","CAP","30","1","497.37","55.26","82.89","635.52","21.18","01 April 2018",,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","46/5.3/1000","723728001","N06DA","S4","REMCEPT XL 24 mg","Galantamine","24","mg","CAP","30","1","690.79","76.75","115.13","882.67","29.42","01 April 2018",,"Generic",
"0000000288","Actavis Pharma (Pty) Ltd","Z/21.8.2/294","810215004","G03DA","S4","Cyclogest 200 mg","Progesterone","200","mg","PVC","1","15","262.00","12.35","41.15","315.50","21.03",,,"Generic",
"0000001094","Activo Health (Pty) Ltd","42/20.2.2/0446","714868001","D01BA","S4","Terbi-Clear","Terbinafine Hydrochoride","250","mg","TAB","14","1","245.46","24.81","40.54","310.81","22.20","01 April 2018",,"Generic",
"0000001094","Activo Health (Pty) Ltd","41/7.1.3/0175","714869001","C09AA","S3","Acti-Prex","Perindopril Tert-Butylamine","4","mg","TAB","30","1","71.47","7.15","11.79","90.41","3.01",,,"Generic",
"0000001094","Activo Health (Pty) Ltd","41/1.2/0297","717372001","N06AB","S5","Acti-Lift 20 mg","Citalopram","20","mg","TAB","30","1","65.00","5.71","10.61","81.32","2.71","01 April 2018",,"Generic",
"0000001094","Activo Health (Pty) Ltd","42/3.1/0322","718305001","M01S3","S3","Coxitec 15 mg","Meloxicam","15","mg","TAB","30","1","61.50","6.15","10.15","77.80","2.59","01 April 2018",,"Generic",
"0000001094","Activo Health (Pty) Ltd","42/3.1/0321","718306001","M01AC","S3","Coxitec 7,5 mg","Meloxicam","7.5","mg","TAB","30","1","30.69","3.07","5.06","38.82","1.29",,,"Generic",
"0000001094","Activo Health (Pty) Ltd","44/13.4.1/0095","718307001","D07AC","S4","Momate Ointment","Mometasone Furoate","1","mg/g","OIN","20","1","104.40","8.87","16.99","130.26","6.51","01 April 2018",,"Generic",
"0000001094","Activo Health (Pty) Ltd","43/13.4.1/0250","718942001","D07AC","S4","Momate 0,1% Cream","Mometasone Furoate","1","mg/g","CRE","20","1","99.23","8.44","16.15","123.82","6.19",,,"Generic",
"0000001094","Activo Health (Pty) Ltd","44/7.5/1058","719366001","C10AA","S4","Lestavor 10","Atorvastatin","10","mg","TAB","30","1","25.91","2.59","4.28","32.78","1.09","01 April 2018",,"Generic",
"0000001094","Activo Health (Pty) Ltd","44/7.5/1059","719367001","C10AA","S4","Lestavor 20","Atorvastatin","20","mg","TAB","30","1","27.37","2.73","4.52","34.62","1.15","01 April 2018",,"Generic",
"0000001094","Activo Health (Pty) Ltd","44/7.5/1060","719368001","C10AA","S4","Lestavor 40","Atorvastatin","40","mg","TAB","30","1","48.20","4.82","7.95","60.97","2.03",,,"Generic",
"0000001094","Activo Health (Pty) Ltd","44/7.5/1061","719369001","C10AA","S4","Lestavor 80","Atorvastatin","80","mg","TAB","30","1","96.90","9.69","15.99","122.58","4.09","01 April 2018",,"Generic",
"0000001094","Activo Health (Pty) Ltd","43/11.4.3/0502","720358001","A02BC","S4","Corpocid 20 mg","Omeptazole","20","mg","TAB","30","1","132.43","13.24","21.85","167.52","5.58",,,"Generic",
"0000001094","Activo Health (Pty) Ltd","45/34/0033","720613001","M05BA","S4","Zolapor","Zoledronic Acid","4","mg/5ml","INF","5","1","1,042.07","104.20","171.94","1,318.21","263.64","01 April 2018",,"Generic",
,,,,,,,"L-tryptophan","0.989","g/1000ml",,,,,,,,,,,,
,,,,,,,"L-tyrosine","0.22","g/1000ml",,,,,,,,,,,,
"0000001110","Actor Pharma (Pty) Ltd","41/20.1.1/0043","715059001","J01DC","S4","AUROPROZIL 250 mg","Cefprozil monohydrate","250","mg","TAB","10","1","107.80","8.62","17.46","133.88","13.39","01 April 2018",,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","41/20.1.1/0044","715075001","J01DC","S4","AUROPROZIL 500 mg","Cefprozil monohydrate","500","mg","TAB","10","1","178.10","14.24","28.85","221.19","22.12",,,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","41/20.1.1/0752","715142001","J01DC","S4","ZINOXIME 250 mg","Cefuroxime Axetil","250","mg","TAB","10","1","101.36","8.10","16.42","125.88","12.59","01 April 2018",,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","41/20.1.1/0753","715261001","J01DC","S4","ZINOXIME 500 mg","Cefuroxime Axetil","500","mg","TAB","10","1","186.90","14.95","30.28","232.13","23.21",,,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","41/7.1.3/0110","716120001","C09BA","S3","AURO LISINOPRIL CO 10 mg","Lisinopril","10","mg","TAB","30","1","66.69","5.33","10.80","82.82","2.76","01 April 2018",,"Generic",
,,,,,,,"Hydrochlorothiazide","12.5","mg",,,,,,,,,,,,
"0000001110","Actor Pharma (Pty) Ltd","41/7.1.3/0111","716121001","C09BA","S3","AURO LISINOPRIL CO 20 mg","Lisinopril","20","mg","TAB","30","1","103.32","8.26","16.74","128.32","4.28",,,"Generic",
,,,,,,,"Hydrochlorothiazide","12.5","mg",,,,,,,,,,,,
"0000001110","Actor Pharma (Pty) Ltd","41/20.1.2/0687","716122001","J01CA","S4","YOMAX 250 mg","Amoxycillin Trihydrate","250","mg","CAP","500","1","196.87","15.74","31.89","244.50","0.49",,,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","41/20.1.2/0688","716123001","J01CA","S4","YOMAX 500 mg","Amoxycillin Trihydrate","500","mg","CAP","100","1","81.41","6.51","13.19","101.11","1.01","01 April 2018",,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","41/20.1.2/0532","716124001","J01CR","S4","BINDOCLAV 375 mg","Amoxicillin Trihydrate","250","mg","TAB","15","1","40.99","3.27","6.64","50.90","3.39","01 April 2018",,"Generic",
,,,,,,,"Potassium Clavulanate","125","mg",,,,,,,,,,,,
,,,,,,,"Sodium lactate","4.48","g/1000ml",,,,,,,,,,,,
"0000001110","Actor Pharma (Pty) Ltd","41/20.1.2/0533","716125001","J01CR","S4","BINDOCLAV 625 mg","Amoxicillin Trihydrate","500","mg","TAB","15","1","65.83","5.26","10.66","81.75","5.45","01 April 2018",,"Generic",
,,,,,,,"Potassium Clavulanate","125","mg",,,,,,,,,,,,
"0000001110","Actor Pharma (Pty) Ltd","41/20.1.2/0534","716126001","J01CR","S4","BINDOCLAV 1000 mg","Amoxicillin Trihydrate","875","mg","TAB","10","1","125.85","10.06","20.39","156.30","15.63","01 April 2018",,"Generic",
,,,,,,,"Potassium Clavulanate","125","mg",,,,,,,,,,,,
"0000001110","Actor Pharma (Pty) Ltd","44/10.1/0927","718049001","R05CB","S2","MUCATAK 200 EFFERVESCENT TABLETS","Acetylcysteine","200","mg","EFT","25","1","55.92","4.47","9.06","69.45","2.78",,,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","44/10.1/0928","718050001","R05C0","S2","MUCATAK 600 EFFERVESCENT TABLETS","Acetylcysteine","600","mg","EFT","10","1","50.59","4.04","8.19","62.82","6.28","01 April 2018",,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","45/34/0435","719858001","M05BA","S4","ZOMABON","Zoledronic Acid","4","mg/5ml","INF","5","1","1,209.48","96.75","195.93","1,502.16","300.43",,,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","46/8.3/0849","719989001","B03AC","S3","RAUTEVENE","iron","100","mg/5 ml","INJ","5","5","484.20","38.73","78.44","601.37","24.05","01 April 2018",,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","47/15.4/0116","720971001","S01EE","S4","ATANA Ophthalmic Solution","Latanoprost","50","mcg/ml","OPD","2.5","1","128.15","10.25","20.76","159.16","63.66","01 April 2018",,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","45/15.4/1035","720983001","S01EC",,"GLAUCOPRESS Ophthalmic Solution","Dorzolamide","20","mg","OPD","5","1","106.47","8.51","17.25","132.23","26.45",,,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","45/15.4/0688","721293001","S01EA","S3","BRIMOCT","Brimonidine","2","mg/ml","OPD","5","1","116.50","9.32","18.87","144.69","28.94","01 April 2018",,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","47/20.1.1/0523","721510001","J01DE","S4","Cefect 1 g","Cefepime","1","g","INJ","11.4","1","164.44","13.15","26.64","204.23","17.91",,,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","47/20.1.1/0524","721511001","J01DE","S4","Cefect 2 g","Cefepime","2","g","INJ","12.8","1","307.07","24.56","49.74","381.37","29.79","01 April 2018",,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","47/18.8/0525","721606001","G03FA","S3","LEVETTE ","Ethinylestradiol","0.029","mg","TAB","28","1","62.87","5.02","10.18","78.07","2.79","01 April 2018",,"Generic",
,,,,,,,"Levonorgestrel","0.149","mg",,,,,,,,,,,,
,"Actor Pharma (Pty) Ltd","46/15.4/0684","721902001","S01ED","S3","Glaumide Co ","Dorzolamide","20","mg / ml","OPD","5","1","144.01","11.52","23.33","178.86","35.77","01 April 2018",,"Generic",
,,,,,,,"Timolol","5","mg / ml",,,,,,,,,,,,
"0000001110","Actor Pharma (Pty) Ltd","47/15.4/0526","722010001","S01ED","S3","Loxoptic","Betaxolol","5","mg/ml ","OPD","5","1","135.17","10.81","21.90","167.88","33.58","01 April 2018",,"Generic",
"0000001110","ACTOR PHARMA (PTY) LTD","47/15.4/0528","722712001","S01ED","S4","Co-Atana Ophthalmic Solution","Latanoprost","50","mcg/ml","OPD","2.5","1","128.15","10.25","20.76","159.16","63.66","01 April 2018",,"Generic",
,,,,,,,"Timilol","5","mg/ml",,,,,,,,,,,,
"0000001110","Actor Pharma (Pty) Ltd","46/16.1/0311","723718001","R01AB","S1","Nazovin Adult Metered-Dose Spray","Xylometazoline Hydrochloride","1","mg/ml","NAS","10","1","36.50","2.92","5.91","45.33","4.53","01 April 2018",,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","46/16.1/0854","723720001","R01AB","S1","Nazovin Paediatric Nasal Drops","Xylometazoline Hydrochloride","0.5","mg/ml","NOD","10","1","36.50","2.92","5.91","45.33","4.53",,,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","47/15.4/1033","723869001","S01BC","S3","Kelopt","Ketorolac Tromethamine","5","mg/ml","OPD","5","1","119.11","9.53","19.30","147.94","29.59","01 April 2018",,"Generic",
"0000001110","Actor Pharma (Pty) Ltd","33/21.8.2/0471","880612002","G03AC","S2","NORLEVO","Levonorgestrel","0.75","mg","TAB","2","1","47.43","3.79","7.68","58.90","29.45","01 April 2018",,"Originator",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","30/20.1.2/0463","700609003","J01CA","S4","Adco Piperacillin 2G/20Ml","Piperacillin","2","g/1000ml","POW","5",,"148.77","17.29","24.91","190.97",,"01 April 2018","Discontinued","Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","30/20.1.2/0463","700609004","J01CA","S4","Sabax Piperacillin 2G/20Ml","Piperacillin","2","g/1000ml","POW","1",,"29.75","3.46","4.98","38.19",,,"Discontinued","Generic",
,,,,,,,"L-valine","3.189","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","30/20.1.2/0464","700611005","J01CA","S4","Sabax Piperacillin 4G/50Ml","Piperacillin","4","g/1000ml","POW","1",,"268.58","31.21","44.97","344.75",,"01 April 2018","Discontinued","Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","E875 (Act 101/1965)","701386002","B05XA","S3","Sabax Plasmalyte B (1000Ml)","Magnesium Chloride","0.299","g/1000ml","INF","1000","6","25.24","2.93","4.23","32.40","0.01",,,"Originator",
,,,,,,,"Potassium chloride","0.299","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium bicarbonate","2.299","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","6","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","E875 (Act 101/1965)","701386003","B05XA","S3","Sabax Plasmalyte B (1000Ml)","Sodium Chloride","6","g/1000ml","INF","1000","6","27.66","3.21","4.63","35.51","0.01","01 April 2018",,"Originator",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","E875 (Act 101/1965)","701386004","B05XA","S3","Sabax Plasmalyte B (1000Ml)","Sodium Chloride","6","g/1000ml","INF","1000","10","257.87","29.97","43.18","331.01","0.03",,,"Originator",
,,,,,,,"Sodium bicarbonate","2.299","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","0.299","g/1000ml",,,,,,,,,,,,
,,,,,,,"Potassium chloride","0.299","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","D/24/208","701395003","B05XA","S3","Sabax Ringer-Lactate 2000ml","Calcium chloride","0.27","g/1000ml","INF","2000","5","37.33","4.32","6.25","47.90","0.00","01 April 2018",,"Originator",
,,,,,,,"Potassium chloride","0.4","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","6","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium lactate","3.2","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","D/24/208","701395004","B05XA","S3","Sabax Ringer-Lactate 2000Ml","Sodium Chloride","6","g/1000ml","INF","2000","1","42.41","4.93","7.10","54.44","0.03","01 April 2018",,"Originator",
,,,,,,,"Sodium lactate","3.2","g/1000ml",,,,,,,,,,,,
,,,,,,,"Potassium chloride","0.4","g/1000ml",,,,,,,,,,,,
,,,,,,,"Calcium chloride","0.27","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","D/24/208","701395005","B05XA","S3","Sabax Ringer-Lactate (2000Ml)","Sodium Chloride","6","g/1000ml","INF","2000","5","197.44","22.94","33.06","253.44","0.03",,,"Originator",
,,,,,,,"Sodium lactate","3.2","g/1000ml",,,,,,,,,,,,
,,,,,,,"Potassium chloride","0.4","g/1000ml",,,,,,,,,,,,
,,,,,,,"Calcium chloride","0.27","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","36/20.1.1/0325","703272001","J01DC","S4","Adco-Cefoxitin 1g ","Cefoxitin","1","g","INJ","1","1","27.06","3.15","4.53","34.74","34.74","01 April 2018",,"Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","36/20.1.1/0325","703272002","J01DC","S4","Adco-Cefoxitin 1G ","Cefoxitin","1","g","INJ","10",,"217.55","25.28","36.42","279.25",,,"Discontinued","Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","36/20.1.1/0260","703368001","J01DB","S4","Sabax Cefazolin 1g Injection","Cefazolin","1","g","POW","1","1","15.10","1.76","2.53","19.38","19.38","01 April 2018",,"Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","D/24/208","703437001","B05XA","S3","Sabax Ringer-Lactate 500Ml","Calcium Chloride","0.27","g","INF","500","1","14.77","1.72","2.47","18.96","0.04","01 April 2018",,"Originator",
,,,,,,,"Potassium chloride","0.4","g",,,,,,,,,,,,
,,,,,,,"Sodium chloride","6","g",,,,,,,,,,,,
,,,,,,,"Sodium lactate","3.2","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","D/24/208","703437002","B05XA","S3","Sabax Ringer-Lactate (500Ml)","Calcium Chloride","0.27","g","INF","500","18","247.85","28.80","41.50","318.14","0.04","01 April 2018",,"Originator",
,,,,,,,"Potassium chloride","0.4","g",,,,,,,,,,,,
,,,,,,,"Sodium lactate","3.2","g",,,,,,,,,,,,
,,,,,,,"Sodium chloride","6","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/20.1.1/0042","703463003","J01DD","S4","Adco Ceftriaxone 500mg","Ceftriaxone","500","mg","INJ","1","1","18.65","2.17","3.12","23.94","23.94",,,"Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/20.1.1/0042","703463004","J01DD","S4","Adco Ceftriaxone 500mg","Ceftriaxone","500","mg","INJ","10","1","186.67","21.69","31.25","239.62","23.96","01 April 2018",,"Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/20.1.1/0044","703466006","J01DD","S4","Adco Ceftriaxone 2g","Ceftriaxone","2","g","INJ","1","1","41.75","4.85","6.99","53.60","53.60","01 April 2018",,"Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/20.1.1/0044","703466007","J01DD","S4","Adco Ceftriaxone 2g","Ceftriaxone","2","g","INJ","5","1","208.78","24.26","34.96","268.00","53.60",,,"Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","35/10.2.1/0004","703469003","R03AC","S3","Sabax Nebrafen","Ipratropium Bromide","0.5","mg/4ml","SOL","60","1","360.41","41.88","60.34","462.63","7.71","01 April 2018",,"Generic",
,,,,,,,"Fenoterol","1.25","mg/4ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/20.1.1/0043","703474002","J01DD","S4","Adco Ceftriaxone 1g","Ceftriaxone","1","g","INJ","1","1","13.13","1.53","2.20","16.85","16.85","01 April 2018",,"Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","37/20.1.1/0043","703474003","J01DD","S4","Adco Ceftriaxone 1g","Ceftriaxone","1","g","INJ","10","1","131.32","15.26","21.99","168.57","16.86","01 April 2018",,"Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","S/34/106","703794001","B05XA","S3","Sabax Dianeal 2.5","Calcium chloride dihydrate","257","mg/1000ml","SOL","2500","1","74.60","8.67","12.49","95.76","0.04",,,"Originator",
,,,,,,,"Glucose","25","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","S/34/106","703794002","B05XA","S3","Sabax Dianeal 2.5","Calcium chloride dihydrate","257","mg/1000ml","SOL","2500","4","298.45","34.68","49.97","383.09","0.04",,,"Originator",
,,,,,,,"Magnesium chloride","50.799","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glucose","25","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","5.379","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium lactate","4.48","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","29/34/0327","703795001","B05XA","S3","Sabax Dianeal Normal Calcium with  4.25% Glucose","Calcium chloride","182.83","mg/1000ml","DIA","2500","1","74.44","8.65","12.46","95.55","0.04",,,"Originator",
,,,,,,,"Glucose","42.5","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","0.05","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","5.379","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium lactate","4.48","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","29/34/0326","703797001","B05XA","S3","Sabax Dianeal Normal Calcium with 2,5% Glucose","Calcium chloride","182.83","mg/1000ml","DIA","2500","1","72.31","8.40","12.11","92.82","0.04",,,"Originator",
,,,,,,,"Glucose","15","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","150","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","5.599","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium lactate","5","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","29/34/0326","703797002","B05XA","S3","Sabax Dianeal Normal Calcium with 2,5% Glucose","Calcium chloride","182.83","mg/1000ml","DIA","2500","4","289.08","33.59","48.40","371.08","0.04",,,"Originator",
,,,,,,,"Magnesium chloride","150","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glucose","15","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","5.599","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium lactate","5","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","L614 (Act 101 / 1965)","703798001","B05XA","S3","Sabax Dianeal 1.5% Gluc (2.5L)","Calcium Chloride","260","g/1000ml","SOL","2500","4","80.65","9.37","13.50","103.53","0.01",,,"Originator",
,,,,,,,"Glucose","15","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","150","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","5.599","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium lactate","5","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","L614 (Act 101 / 1965)","703798002","B05XA","S3","Sabax Dianeal 1.5% Gluc (2.5L)","Calcium Chloride","260","g/1000ml","SOL","2500","4","322.62","37.49","54.02","414.12","0.04",,,"Originator",
,,,,,,,"Magnesium chloride","150","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glucose","15","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","5.599","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium lactate","5","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","29/34/0325","703801001","B05XA","S3","Sabax Dianeal Normal Calcium with 1.5% Glucose","Calcium Chloride","182.83","mg/1000ml","DIA","2500","1","74.43","8.65","12.46","95.54","0.04",,,"Originator",
,,,,,,,"Glucose","15","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","0.05","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","5.379","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium lactate","4.48","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","29/34/0325","703801002","B05XA","S3","Sabax Dianeal Normal Calcium with 1.5% Glucose","Calcium Chloride","182.83","mg/1000ml","DIA","2500","4","297.89","34.61","49.88","382.38","0.04",,,"Originator",
,,,,,,,"Sodium chloride","5.379","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium lactate","4.48","g/1000ml",,,,,,,,,,,,
,,,,,,,"Calcium chloride","0.183","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","0.05","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","36/20.1.1/0297","704635001","J01DD","S4","Adco-Cefuroxime 750mg ","Cefuroxime ","750","mg","INJ","1","10","18.29","2.13","3.06","23.48","2.35",,,"Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","36/20.1.1/0297","704635002","J01DD","S4","Adco-Cefuroxime 750mg ","Cefuroxime Sodium","750","mg","INJ","10","10","183.13","21.28","30.66","235.07","2.35","01 April 2018",,"Generic",
,,,,,,,"Magnesium chloride","5.339","g",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","36/20.1.1/0298","704637001","J01DD","S4","Adco Cefuroxime 1.5g (20ml)","Cefuroxime ","1500","mg/20ml","INJ","1","20","39.53","4.59","6.62","50.73","2.54",,,"Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","36/20.1.1/0298","704637002","J01DD","S4","Adco Cefuroxime 1.5g (20ml)","Cefuroxime Sodium","1500","mg/20ml","INJ","10","20","395.72","45.98","66.25","507.95","2.54","01 April 2018",,"Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","36/20.1.1/0296","704835001","J01DD","S4","Adco-Cefuroxime 250 mg ","Cefuroxime ","250","mg","INJ","1","10","14.46","1.68","2.42","18.57","1.86","01 April 2018",,"Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","36/20.1.1/0296","704835002","J01DD","S4","Adco-Cefuroxime 250 mg ","Cefuroxime Sodium","250","mg","INJ","10","10","144.75","16.82","24.24","185.81","1.86",,,"Generic",
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","S/34/106","705035001","B05XA","S3","Sabax Dianeal 2.5","Calcium chloride dihydrate","257","mg/1000ml","SOL","5000","4","82.01","9.50","13.73","105.25","0.01","01 April 2018",,"Originator",
,,,,,,,"Glucose","25","g/1000ml",,,,,,,,,,,,
,,,,,,,"Magnesium chloride","50.799","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","5.379","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium lactate","4.48","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","S/34/106","705035002","B05XA","S3","Sabax Dianeal 2.5","Calcium chloride dihydrate","257","mg/1000ml","SOL","5000","4","82.01","9.50","13.73","105.25","0.01","01 April 2018",,"Originator",
,,,,,,,"Magnesium chloride","50.799","g/1000ml",,,,,,,,,,,,
,,,,,,,"Glucose","25","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium chloride","5.379","g/1000ml",,,,,,,,,,,,
,,,,,,,"Sodium lactate","4.48","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","L614 (Act 101 /1965) ","705036001","B05XA","S3","Sabax  Dianeal 1.5 (5L In 5L)","Calcium Chloride","260","g/1000ml","SOL","5000","4","82.01","9.50","13.73","105.25","0.01","01 April 2018",,"Originator",
,,,,,,,"Glucose","15","g/1000ml",,,,,,,,,,,,
"0000000665","Adcock Ingram Critical Care (Pty) Ltd","L614 (Act 101 /1965) ","705036002","B05XA","S3","Sabax  Dianeal 1.5 5L In 5L","Calcium Chloride","260","g/1000ml","SOL","5000","4","82.01","9.50","13.73","105.25","0.01","01 April 2018",,"Originator",
